id,name,order,active,createdAt,description,typeId,totalActivities,code,levelId,learningMore,periodId,levelCodeId,institutionId,carrerId,sessionId,startDate,endDate,regionalId,campusId,localId,hasEcampus,hasEyoung,hasActivated,days,scheduleStart,scheduleEnd
000000062206,Seg 13:00 - 13:50,0,1,2023-12-14T15:06:38.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,0,Seg,13:00,13:50
000000062207,Seg 10:00 - 10:01,0,1,2023-12-14T15:25:37.000Z,KINDER 3 SP 3HS,2,40,K3FCL3,79,eyoung,2240,100773,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,1,Pre II - A, , 
000000062208,Seg 10:30 - 10:31,0,1,2023-12-14T15:26:25.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2240,100774,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 1º ano B, , 
000000062209,Quar 09:10 - 09:11,0,1,2023-12-14T15:37:23.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-03T00:00:00.000Z,2024-12-11T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 2º ano B, , 
000000062210,Quar 10:50 - 10:51,0,1,2023-12-14T15:35:15.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-03T00:00:00.000Z,2024-12-11T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 3º ano A, , 
000000062211,Seg 15:30 - 15:31,0,1,2023-12-14T16:05:47.000Z,KINDER 2 SP 3HS,2,40,K2FCL3,78,eyoung,2240,100772,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,1,Pre I - A, , 
000000062212,Seg 16:20 - 16:21,0,1,2023-12-14T15:06:08.000Z,KINDER 3 SP 3HS,2,40,K3FCL3,79,eyoung,2240,100773,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,1,PRE II B, , 
000000062213,Quin 15:30 - 15:31,0,1,2023-12-14T15:06:41.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2240,100774,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 1º ano A, , 
000000062214,Quar 15:30 - 15:31,0,1,2023-12-14T15:26:25.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-03T00:00:00.000Z,2024-12-11T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 2º ano A, , 
000000062215,Quar 16:20 - 16:21,0,1,2023-12-14T15:05:52.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-03T00:00:00.000Z,2024-12-11T00:00:00.000Z,7,164,374,0,0,1,Fund.I - 3º ano B, , 
000000062216,Sex 07:30 - 07:31,0,1,2023-12-14T15:06:39.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-05T00:00:00.000Z,2024-12-13T00:00:00.000Z,7,164,374,0,0,1,Fund.II - 7º ano A, , 
000000062217,Seg 09:20 - 09:21,0,1,2023-12-14T15:37:55.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 2º ano A, , 
000000062218,Seg 08:05 - 08:06,0,1,2023-12-14T15:06:32.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 3º ano A, , 
000000062219,Seg 10:10 - 11:00,0,1,2023-12-14T15:06:41.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg,10:10,11:00
000000062220,Seg 09:40 - 09:41,0,1,2023-12-14T15:06:18.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 4º ano A, , 
000000062221,Seg 05:00 - 06:00,0,1,2023-12-14T15:37:06.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg,05:00,06:00
000000062222,Seg 08:55 - 08:56/Seg 08:05 - 08:55/Seg 10:05 - 10:55,0,1,2023-12-14T15:06:39.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.II - 7º ano A, , 
000000062223,Seg 10:55 - 10:56/Seg 10:05 - 10:55,0,1,2023-12-14T15:06:40.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2240,100783,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.II - 8º ano A, , 
000000062224,Seg 07:15 - 07:16/Seg 08:55 - 09:45/Seg 10:55 - 11:45,0,1,2023-12-14T15:25:38.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2240,100784,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.II - 9ºano A, , 
000000062225,Seg 07:15 - 08:05/Seg 08:05 - 08:55/Seg 10:05 - 10:55,0,1,2023-12-14T15:35:16.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2240,100785,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg/Seg/Seg,08:05/07:15/10:05,08:55/08:05/10:55
000000062226,Seg 15:00 - 15:01,0,1,2023-12-14T17:18:46.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 2º ano B, , 
000000062227,Seg 13:50 - 13:51,0,1,2023-12-14T16:08:02.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 3º ano B, , 
000000062228,Seg 15:50 - 16:40,0,1,2023-12-14T15:25:51.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg,15:50,16:40
000000062229,Seg 13:00 - 13:01,0,1,2023-12-14T15:05:53.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 4º ano B, , 
000000062230,Seg 13:00 - 13:50,0,1,2023-12-14T15:06:56.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg,13:00,13:50
000000062231,Seg 13:00 - 13:01,0,1,2023-12-14T15:07:12.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.II - 7º ano B, , 
000000062232,Seg 15:50 - 15:51/Seg 16:40 - 17:30,0,1,2023-12-14T15:36:09.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2240,100783,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.II - 8º ano B, , 
000000062233,Seg 13:50 - 14:40/Seg 13:50 - 14:40/Seg 14:40 - 15:30,0,1,2023-12-14T15:36:23.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2240,100785,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Seg/Seg,14:40/13:50,15:30/14:40
000000062234,Seg 07:15 - 07:16,0,1,2023-12-14T15:06:41.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,334,0,0,1,Fund.I - 2º ano C, , 
000000062235,Sex 09:20 - 10:10,0,1,2023-12-14T15:26:28.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,0,Sex,09:20,10:10
000000062236,Sex 08:00 - 08:50,0,1,2023-12-14T15:06:58.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,0,Sex,08:00,08:50
000000062237,Sex 10:10 - 11:00,0,1,2023-12-14T15:06:58.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Fund.I - 4º ano, , 
000000062238,Sex 08:00 - 08:50,0,1,2023-12-14T15:25:52.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,0,Sex,08:00,08:50
000000062239,Quin 10:00 - 11:00,0,1,2023-12-14T15:35:55.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Fund.II - 7º ano A, , 
000000062240,Sex 06:00 - 06:02,0,1,2023-12-14T15:06:19.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2240,100783,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Fund.II - 8º ano A, , 
000000062241,Sex 07:00 - 08:40,0,1,2023-12-14T15:05:54.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2240,100784,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Fund.II - 9ºano B, , 
000000062242,Sex 09:50 - 10:40,0,1,2023-12-14T15:35:43.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2240,100785,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,0,Sex,09:50,10:40
000000062243,Sab 07:50 - 07:51,0,1,2023-12-14T15:37:25.000Z,HIGH GLOBAL 2 SP 2HS,2,67,HG2FEF2,107,spboost,2240,100789,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,EM - 2º ano A, , 
000000062244,Seg 07:50 - 07:51,0,1,2023-12-14T15:37:25.000Z,HIGH GLOBAL 3 SP 2HS,1,68,HG3FEF2,117,spboost,2240,100790,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,EM - 3º ano A, , 
000000062245,Sex 08:40 - 09:30,0,1,2023-12-14T15:36:36.000Z,HIGH PLUS 1 SP 2HS,2,66,HF1FEF2,179,spboost,2240,100791,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,0,Sex,08:40,09:30
000000062246,Sex 08:40 - 09:30,0,1,2023-12-14T15:37:08.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2240,100784,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Fund.II - 9ºano A, , 
000000062247,Sex 07:00 - 07:50,0,1,2023-12-14T15:07:14.000Z,HIGH GLOBAL 2 SP 2HS,2,67,HG2FEF2,107,spboost,2240,100789,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,Sex,07:00,07:50
000000062248,Seg 07:00 - 07:01,0,1,2023-12-14T15:37:38.000Z,HIGH GLOBAL 3 SP 2HS,1,68,HG3FEF2,117,spboost,2240,100790,ACISP,PBSP,200,2024-01-12T00:00:00.000Z,2024-12-20T00:00:00.000Z,7,164,346,0,0,1,EM - 3º ano B, , 
000000062249,Seg 08:01 - 09:02,0,1,2023-12-14T17:16:07.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2240,100774,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,337,0,0,1,Fund.I - 1º ano, , 
000000062250,Seg 08:01 - 08:02,0,1,2023-12-14T15:06:20.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,337,0,0,1,Seg,08:01,08:02
000000062251,Ter 09:02 - 09:03,0,1,2023-12-14T17:16:20.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,337,0,0,0,Ter,09:02,09:03
000000062252,Quin 09:03 - 09:04,0,1,2023-12-14T15:07:16.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-11T00:00:00.000Z,2024-12-19T00:00:00.000Z,7,164,337,0,0,1,Fund.I - 4º ano, , 
000000062253,Quar 09:03 - 09:04,0,1,2023-12-14T15:26:49.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,337,0,0,0,Qua,09:03,09:04
000000062254,Quar 09:03 - 09:04,0,1,2023-12-14T15:25:53.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,337,0,0,0,Qua,09:03,09:04
000000062255,Seg 08:01 - 08:02,0,1,2023-12-14T16:06:35.000Z,KINDER 2 SP 3HS,2,40,K2FCL3,78,eyoung,2240,100772,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,337,0,0,1,Infantil - 4 anos A, , 
000000062256,Ter 09:05 - 09:06,0,1,2023-12-14T16:07:12.000Z,KINDER 3 SP 3HS,2,40,K3FCL3,79,eyoung,2240,100773,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,337,0,0,1,Infantil - 5 anos A, , 
000000062257,Quar 09:03 - 09:04,0,1,2023-12-14T17:15:35.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,337,0,0,1,Fund.I - 2º ano, , 
000000062258,Seg 09:30 - 10:00,0,1,2023-12-14T15:06:43.000Z,KINDER 2 SP 3HS,2,40,K2FCL3,78,eyoung,2240,100772,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Seg,09:30,10:00
000000062259,Seg 10:00 - 11:00,0,1,2023-12-14T15:07:13.000Z,KINDER 3 SP 3HS,2,40,K3FCL3,79,eyoung,2240,100773,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Seg,10:00,11:00
000000062260,Seg 08:00 - 09:00,0,1,2023-12-14T16:06:49.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2240,100774,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Seg,08:00,09:00
000000062261,Seg 10:10 - 10:11,0,1,2023-12-14T15:37:07.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Fund.I - 2º ano A, , 
000000062262,Seg 09:30 - 09:31,0,1,2023-12-14T15:35:21.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Fund.I - 3º ano A, , 
000000062263,Seg 07:00 - 07:40,0,1,2023-12-14T17:15:29.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,0,Seg,07:00,07:40
000000062264,Seg 07:40 - 07:41,0,1,2023-12-14T15:06:57.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Fund.I - 4º ano C, , 
000000062265,Seg 08:50 - 09:30,0,1,2023-12-14T15:06:09.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,0,Seg,08:50,09:30
000000062266,Seg 13:00 - 14:20,0,1,2023-12-14T15:26:27.000Z,YEAR 3 SP 3HS,2,87,Y3FCL3,69,eyoung,2240,100776,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Seg,13:00,14:20
000000062267,Seg 15:30 - 16:10,0,1,2023-12-14T15:35:21.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,0,Seg,15:30,16:10
000000062268,Seg 16:10 - 16:11,0,1,2023-12-14T15:36:35.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Fund.I - 4º ano A, , 
000000062269,Seg 16:50 - 17:30,0,1,2023-12-14T15:26:46.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,0,Seg,16:50,17:30
000000062270,Seg 08:01 - 08:02,0,1,2023-12-14T15:26:11.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,0,Seg,08:01,08:02
000000062271,Seg 13:00 - 14:00,0,1,2023-12-14T15:25:23.000Z,YEAR 1 SP 3HS,2,91,Y1FCL3,67,eyoung,2240,100774,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,349,0,0,1,Seg,13:00,14:00
000000062272,Seg 08:00 - 08:01,0,1,2023-12-14T15:36:13.000Z,ARTS & SCIENCE YEAR 2_SP,2,17,SARFY2,183,eyoung,2240,100747,ACISP,PBSP,200,2024-01-15T00:00:00.000Z,2024-12-23T00:00:00.000Z,7,164,327,0,0,1,Seg,08:00,08:01
000000062273,Seg 08:01 - 08:02,0,1,2023-12-14T16:06:09.000Z,ARTS & SCIENCE YEAR 3_SP,2,20,SARFY3,184,eyoung,2240,100748,ACISP,PBSP,200,2024-01-15T00:00:00.000Z,2024-12-23T00:00:00.000Z,7,164,327,0,0,1,Seg,08:01,08:02
000000062274,Seg 08:01 - 08:02,0,1,2023-12-14T15:06:53.000Z,ARTS & SCIENCE YEAR 4_SP,2,20,SARFY4,185,eyoung,2240,100749,ACISP,PBSP,200,2024-01-15T00:00:00.000Z,2024-12-23T00:00:00.000Z,7,164,327,0,0,1,Seg,08:01,08:02
000000062275,Seg 08:01 - 08:02,0,1,2023-12-14T15:06:24.000Z,ARTS & SCIENCE YEAR 5_SP,2,18,SARFY5,186,eyoung,2240,100750,ACISP,PBSP,200,2024-01-15T00:00:00.000Z,2024-12-23T00:00:00.000Z,7,164,327,0,0,1,Seg,08:01,08:02
000000062276,Seg 08:01 - 08:02,0,1,2023-12-14T15:05:59.000Z,ARTS & SCIENCE YEAR 6_SP,2,20,SARFY6,187,podcast,2240,100751,ACISP,PBSP,200,2024-01-15T00:00:00.000Z,2024-12-23T00:00:00.000Z,7,164,327,0,0,1,Seg,08:01,08:02
000000062277,Seg 07:01 - 07:02,0,1,2023-12-14T15:07:14.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,341,0,0,0,Seg,07:01,07:02
000000062278,Quar 08:04 - 08:05,0,1,2023-12-14T15:37:25.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2240,100783,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,0,Qua,08:04,08:05
000000062279,Ter 09:00 - 09:01,0,1,2023-12-14T15:25:41.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2240,100784,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,341,0,0,0,Ter,09:00,09:01
000000062280,Seg 08:07 - 08:08,0,1,2023-12-14T16:07:48.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2240,100785,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,341,0,0,0,Seg,08:07,08:08
000000062281,Quar 09:08 - 09:09,0,1,2023-12-14T15:26:12.000Z,YEAR 7 SP 3HS,1,115,Y7FCLI23,108,podcast,2240,100782,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,0,Qua,09:08,09:09
000000062282,Quar 09:02 - 09:03,0,1,2023-12-14T17:19:23.000Z,YEAR 8 SP 3HS,1,117,Y8FCLI33,74,podcast,2240,100783,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,0,Qua,09:02,09:03
000000062283,Quin 09:08 - 09:09,0,1,2023-12-14T15:06:10.000Z,YEAR 9 SP 3HS,1,114,Y9FCLI43,113,podcast,2240,100784,ACISP,PBSP,200,2024-01-11T00:00:00.000Z,2024-12-19T00:00:00.000Z,7,164,341,0,0,0,Qui,09:08,09:09
000000062284,Quar 10:11 - 10:12,0,1,2023-12-14T15:37:26.000Z,HIGH EXTENSION 1 SP 2HS,2,59,HE1FEF2,176,spboost,2240,100785,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,0,Qua,10:11,10:12
000000062285,Seg 07:09 - 07:10,0,1,2023-12-14T15:26:12.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 2º ano A, , 
000000062286,Ter 08:02 - 08:03,0,1,2023-12-14T16:07:48.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 2º ano B, , 
000000062287,Seg 09:08 - 09:09,0,1,2023-12-14T15:26:29.000Z,YEAR 2 SP 3HS,2,87,Y2FCL3,68,eyoung,2240,100775,ACISP,PBSP,200,2024-01-08T00:00:00.000Z,2024-12-16T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 2º ano C, , 
000000062288,Quin 09:08 - 09:09,0,1,2023-12-14T15:25:42.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-11T00:00:00.000Z,2024-12-19T00:00:00.000Z,7,164,341,0,0,0,Qui,09:08,09:09
000000062290,Ter 10:11 - 10:12,0,1,2023-12-14T15:35:23.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,341,0,0,0,Ter,10:11,10:12
000000062291,Quar 10:11 - 10:12,0,1,2023-12-14T15:35:23.000Z,YEAR 4 SP 3HS,2,84,Y4FEF3,70,eyoung,2240,100777,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,1,, , 
000000062292,Ter 09:01 - 09:02,0,1,2023-12-14T15:25:52.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-09T00:00:00.000Z,2024-12-17T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 4º ano A, , 
000000062293,Quin 10:00 - 10:01,0,1,2023-12-14T15:25:24.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-11T00:00:00.000Z,2024-12-19T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 4º ano B, , 
000000062294,Quar 09:02 - 09:03,0,1,2023-12-14T15:06:59.000Z,YEAR 4 SP 3HS,2,90,Y4FCL3,195,eyoung,2240,100778,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,1,Fund.I - 4º ano C, , 
000000062295,Quar 09:08 - 09:09,0,1,2023-12-14T15:26:29.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-10T00:00:00.000Z,2024-12-18T00:00:00.000Z,7,164,341,0,0,0,Qua,09:08,09:09
000000062296,Quin 09:08 - 09:09,0,1,2023-12-14T17:17:05.000Z,YEAR 5 SP 3HS,2,84,Y5FCL3,299,eyoung,2240,100780,ACISP,PBSP,200,2024-01-11T00:00:00.000Z,2024-12-19T00:00:00.000Z,7,164,341,0,0,0,Qui,09:08,09:09
